frame,left_hand,right_hand,left_bbox,right_bbox
frame_000446,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(742.5399475097656, 682.6965637207031), (743.1716613769531, 681.4832153320312), (742.5703430175781, 680.5431518554688), (743.3883666992188, 679.4310913085938), (743.3883666992188, 679.4310913085938), (743.8516540527344, 678.8456420898438), (744.5924682617188, 679.0112609863281), (745.0086669921875, 677.2529907226562), (745.19384765625, 676.7141418457031), (745.2039794921875, 676.2989196777344)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(665.6424560546875, 579.0142211914062, 153.79498291015625, 207.36468505859375), (666.3841552734375, 577.7633056640625, 153.57501220703125, 207.4398193359375), (665.5812377929688, 576.9942016601562, 153.97821044921875, 207.097900390625), (666.4967651367188, 575.7884521484375, 153.783203125, 207.2852783203125), (666.4967651367188, 575.7884521484375, 153.783203125, 207.2852783203125), (667.0151977539062, 575.28857421875, 153.67291259765625, 207.1141357421875), (667.71533203125, 575.055908203125, 153.7542724609375, 207.91070556640625), (668.1072387695312, 573.4720458984375, 153.8028564453125, 207.5618896484375), (668.46142578125, 573.7978515625, 153.46484375, 205.83258056640625), (668.2639770507812, 572.597900390625, 153.8800048828125, 207.40203857421875)]"
frame_000447,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(740.0236206054688, 714.702880859375), (741.03515625, 713.4352111816406), (740.2548522949219, 712.4362487792969), (740.2548522949219, 712.4362487792969), (741.0649108886719, 712.7051086425781), (741.3271484375, 711.578857421875), (742.2024536132812, 710.5968627929688), (742.01416015625, 709.8223571777344), (742.8714294433594, 709.1481018066406), (742.8714294433594, 709.1481018066406)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(661.6544189453125, 608.9885864257812, 156.7384033203125, 211.4285888671875), (662.8158569335938, 607.6099243164062, 156.4385986328125, 211.65057373046875), (661.8876342773438, 606.967529296875, 156.73443603515625, 210.93743896484375), (661.8876342773438, 606.967529296875, 156.73443603515625, 210.93743896484375), (662.7264404296875, 606.4087524414062, 156.67694091796875, 212.59271240234375), (662.8081665039062, 605.7863159179688, 157.0379638671875, 211.5850830078125), (663.909912109375, 605.02685546875, 156.5850830078125, 211.1400146484375), (663.6024169921875, 604.1917724609375, 156.823486328125, 211.26116943359375), (664.590087890625, 603.54296875, 156.56268310546875, 211.21026611328125), (664.590087890625, 603.54296875, 156.56268310546875, 211.21026611328125)]"
frame_000448,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(741.9436645507812, 733.8614807128906), (741.933837890625, 732.5060119628906), (741.933837890625, 732.5060119628906), (743.0503234863281, 731.6608276367188), (744.2651977539062, 731.5458679199219), (743.9685363769531, 730.455322265625), (744.5041198730469, 729.424072265625), (744.6662292480469, 728.9732360839844), (744.6662292480469, 728.9732360839844), (745.0106506347656, 728.3235473632812)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(663.5098876953125, 628.0256958007812, 156.8675537109375, 211.67156982421875), (663.5158081054688, 627.064697265625, 156.8360595703125, 210.88262939453125), (663.5158081054688, 627.064697265625, 156.8360595703125, 210.88262939453125), (664.8629150390625, 626.3491821289062, 156.37481689453125, 210.623291015625), (666.0195922851562, 625.4015502929688, 156.4912109375, 212.28863525390625), (665.6503295898438, 624.9510498046875, 156.63641357421875, 211.008544921875), (666.2433471679688, 624.1669311523438, 156.52154541015625, 210.5142822265625), (666.375732421875, 623.592041015625, 156.58099365234375, 210.76239013671875), (666.375732421875, 623.592041015625, 156.58099365234375, 210.76239013671875), (666.755126953125, 622.9796142578125, 156.51104736328125, 210.6878662109375)]"
frame_000449,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(742.4111022949219, 741.6966857910156), (742.4111022949219, 741.6966857910156), (743.0167846679688, 740.7527160644531), (743.4247131347656, 741.3215942382812), (743.7420959472656, 740.9566650390625), (745.6470031738281, 738.582275390625), (744.6530456542969, 737.9774475097656), (744.6530456542969, 737.9774475097656), (745.2669067382812, 737.4979248046875), (745.2688598632812, 739.1668395996094)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(662.529296875, 634.1314086914062, 159.76361083984375, 215.13055419921875), (662.529296875, 634.1314086914062, 159.76361083984375, 215.13055419921875), (663.1959228515625, 633.292724609375, 159.6417236328125, 214.91998291015625), (663.4689331054688, 632.9734497070312, 159.91156005859375, 216.6962890625), (663.50048828125, 632.2130126953125, 160.48321533203125, 217.4873046875), (665.8765869140625, 630.4192504882812, 159.54083251953125, 216.3260498046875), (664.7574462890625, 630.2852172851562, 159.79119873046875, 215.38446044921875), (664.7574462890625, 630.2852172851562, 159.79119873046875, 215.38446044921875), (665.457763671875, 629.9750366210938, 159.6182861328125, 215.0457763671875), (665.4287719726562, 630.3930053710938, 159.68017578125, 217.54766845703125)]"
frame_000450,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(749.5, 747.5), (750.2529296875, 746.8355712890625), (751.1046752929688, 746.5089416503906), (751.3546752929688, 745.9308166503906), (751.616455078125, 744.8690795898438), (752.4007873535156, 744.7420654296875), (752.4007873535156, 744.7420654296875), (752.8580017089844, 744.1156311035156), (752.5755920410156, 742.6927185058594), (752.9610900878906, 742.7484436035156)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(671.0, 642.0, 157.0, 211.0), (671.8838500976562, 641.314453125, 156.7381591796875, 211.042236328125), (672.6007080078125, 640.4820556640625, 157.0079345703125, 212.05377197265625), (672.9608154296875, 639.955322265625, 156.7877197265625, 211.95098876953125), (673.0648803710938, 638.9038696289062, 157.1031494140625, 211.930419921875), (673.9598388671875, 638.3731079101562, 156.88189697265625, 212.7379150390625), (673.9598388671875, 638.3731079101562, 156.88189697265625, 212.7379150390625), (674.5226440429688, 637.5460205078125, 156.67071533203125, 213.13922119140625), (674.2355346679688, 637.2330932617188, 156.68011474609375, 210.91925048828125), (674.5438842773438, 636.999267578125, 156.83441162109375, 211.49835205078125)]"
frame_000451,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(753.2475280761719, 743.8429565429688), (754.1028137207031, 743.5112915039062), (754.3479309082031, 742.9434509277344), (754.6164855957031, 741.8838806152344), (755.3959045410156, 741.7573852539062), (755.3959045410156, 741.7573852539062), (755.8473510742188, 741.1290588378906), (755.5670166015625, 739.7321472167969), (755.9548034667969, 739.7850036621094), (756.7279968261719, 740.9766235351562)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(674.8773803710938, 638.32080078125, 156.74029541015625, 211.0443115234375), (675.5995483398438, 637.4863891601562, 157.00653076171875, 212.0498046875), (675.9526977539062, 636.9674072265625, 156.79046630859375, 211.95208740234375), (676.0620727539062, 635.9197387695312, 157.10882568359375, 211.92828369140625), (676.9523315429688, 635.388671875, 156.88714599609375, 212.7374267578125), (676.9523315429688, 635.388671875, 156.88714599609375, 212.7374267578125), (677.5096435546875, 634.5585327148438, 156.6754150390625, 213.14105224609375), (677.2190551757812, 634.2691650390625, 156.6959228515625, 210.92596435546875), (677.530029296875, 634.034423828125, 156.84954833984375, 211.50115966796875), (678.16748046875, 634.5958862304688, 157.12103271484375, 212.761474609375)]"
frame_000452,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(759.0595703125, 747.9999389648438), (760.2489318847656, 747.1957092285156), (760.4853210449219, 746.6409912109375), (760.151611328125, 745.85009765625), (760.151611328125, 745.85009765625), (760.7616882324219, 745.3136901855469), (760.5835876464844, 744.9365539550781), (760.9989929199219, 744.6180725097656), (761.9366149902344, 746.7208557128906), (766.3299255371094, 746.2303771972656)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(680.576171875, 642.393310546875, 156.966796875, 211.2132568359375), (681.7853393554688, 641.3145141601562, 156.92718505859375, 211.76239013671875), (682.0018920898438, 640.5237426757812, 156.96685791015625, 212.2344970703125), (681.4376220703125, 639.7290649414062, 157.427978515625, 212.2420654296875), (681.4376220703125, 639.7290649414062, 157.427978515625, 212.2420654296875), (682.3695678710938, 639.6567993164062, 156.78424072265625, 211.31378173828125), (681.8992919921875, 639.0089721679688, 157.36859130859375, 211.85516357421875), (682.4178466796875, 639.1301879882812, 157.16229248046875, 210.97576904296875), (683.3436279296875, 639.725341796875, 157.18597412109375, 213.99102783203125), (688.1724243164062, 639.2266845703125, 156.31500244140625, 214.00738525390625)]"
frame_000453,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(762.3776550292969, 752.0645446777344), (763.0213928222656, 751.2954406738281), (762.9825744628906, 750.6017150878906), (762.9825744628906, 750.6017150878906), (764.5333557128906, 750.6719970703125), (764.2437438964844, 749.5450744628906), (764.6767272949219, 749.6959228515625), (764.9156188964844, 749.38330078125), (766.5555725097656, 751.313232421875), (766.5555725097656, 751.313232421875)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(682.3056030273438, 644.2996215820312, 160.14410400390625, 215.52984619140625), (683.007080078125, 643.5849609375, 160.02862548828125, 215.42095947265625), (682.8355102539062, 642.6250610351562, 160.29412841796875, 215.95330810546875), (682.8355102539062, 642.6250610351562, 160.29412841796875, 215.95330810546875), (684.6622924804688, 642.0779418945312, 159.74212646484375, 217.1881103515625), (684.3809814453125, 641.7822875976562, 159.72552490234375, 215.52557373046875), (684.8609008789062, 641.3662719726562, 159.63165283203125, 216.6593017578125), (685.13134765625, 641.67724609375, 159.56854248046875, 215.412109375), (686.6113891601562, 642.5088500976562, 159.88836669921875, 217.6087646484375), (686.6113891601562, 642.5088500976562, 159.88836669921875, 217.6087646484375)]"
frame_000454,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(743.8928833007812, 700.9408569335938), (744.4669799804688, 700.2479858398438), (744.4669799804688, 700.2479858398438), (744.6214294433594, 699.6125793457031), (745.1802673339844, 699.339111328125), (746.0139770507812, 698.9758605957031), (746.341064453125, 699.654052734375), (747.303466796875, 699.9378662109375), (747.303466796875, 699.9378662109375), (748.9819641113281, 699.5441589355469)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(681.3311157226562, 582.1980590820312, 125.12353515625, 237.485595703125), (681.9484252929688, 581.4293823242188, 125.037109375, 237.63720703125), (681.9484252929688, 581.4293823242188, 125.037109375, 237.63720703125), (682.0873413085938, 580.8778076171875, 125.06817626953125, 237.46954345703125), (682.6849365234375, 580.5879516601562, 124.99066162109375, 237.5023193359375), (683.5751342773438, 580.3192749023438, 124.877685546875, 237.31317138671875), (683.8456420898438, 580.71630859375, 124.9908447265625, 237.87548828125), (684.7236938476562, 580.8720092773438, 125.1595458984375, 238.1317138671875), (684.7236938476562, 580.8720092773438, 125.1595458984375, 238.1317138671875), (686.674560546875, 581.2962646484375, 124.61480712890625, 236.49578857421875)]"
frame_000455,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(752.2127685546875, 699.0440063476562), (752.2127685546875, 699.0440063476562), (752.6532897949219, 698.1377563476562), (753.2967834472656, 698.5087585449219), (753.8383178710938, 698.0693359375), (754.7960205078125, 697.7276000976562), (755.0669250488281, 698.4696044921875), (755.0669250488281, 698.4696044921875), (756.72216796875, 698.6863098144531), (757.3155517578125, 698.7091064453125)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(693.1348266601562, 587.365478515625, 118.1558837890625, 223.3570556640625), (693.1348266601562, 587.365478515625, 118.1558837890625, 223.3570556640625), (693.7122802734375, 586.7556762695312, 117.88201904296875, 222.76416015625), (694.2850952148438, 586.6566162109375, 118.02337646484375, 223.70428466796875), (694.8623657226562, 586.4019165039062, 117.951904296875, 223.3348388671875), (695.8822021484375, 586.248779296875, 117.82763671875, 222.9576416015625), (695.9625244140625, 586.7962646484375, 118.20880126953125, 223.3466796875), (695.9625244140625, 586.7962646484375, 118.20880126953125, 223.3466796875), (697.5614013671875, 586.7632446289062, 118.321533203125, 223.84613037109375), (697.7035522460938, 587.3134765625, 119.2239990234375, 222.791259765625)]"
frame_000456,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(763.0, 694.5), (763.2386474609375, 694.0974426269531), (763.832275390625, 693.7827758789062), (764.4330749511719, 693.3427734375), (765.2300415039062, 693.5379943847656), (765.9372253417969, 693.8360290527344), (765.9372253417969, 693.8360290527344), (766.5603332519531, 694.7002563476562), (767.9928894042969, 694.35498046875), (769.8745727539062, 695.1637878417969)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(704.0, 583.0, 118.0, 223.0), (704.240478515625, 582.5436401367188, 117.996337890625, 223.10760498046875), (704.9281005859375, 582.31689453125, 117.808349609375, 222.9317626953125), (705.4964599609375, 582.048583984375, 117.87322998046875, 222.58837890625), (706.3155517578125, 582.1283569335938, 117.8289794921875, 222.81927490234375), (706.9009399414062, 582.3153686523438, 118.07257080078125, 223.04132080078125), (706.9009399414062, 582.3153686523438, 118.07257080078125, 223.04132080078125), (707.2620239257812, 582.8076171875, 118.59661865234375, 223.7852783203125), (708.5631713867188, 582.58203125, 118.85943603515625, 223.5458984375), (710.9715576171875, 583.4995727539062, 117.8060302734375, 223.32843017578125)]"
frame_000457,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(774.7311706542969, 692.1099243164062), (775.3146057128906, 691.8025207519531), (775.9066467285156, 691.3695068359375), (776.6994934082031, 691.5755615234375), (777.4048767089844, 691.8840637207031), (777.4048767089844, 691.8840637207031), (778.0278930664062, 692.7630615234375), (779.4555358886719, 692.4100952148438), (781.3253173828125, 693.206298828125), (782.7080993652344, 693.5107727050781)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(712.2305297851562, 573.551025390625, 125.00128173828125, 237.1177978515625), (712.9118041992188, 573.33544921875, 124.80560302734375, 236.93414306640625), (713.4629516601562, 573.0825805664062, 124.88739013671875, 236.5738525390625), (714.278564453125, 573.1638793945312, 124.84185791015625, 236.8233642578125), (714.8540649414062, 573.3524169921875, 125.10162353515625, 237.06329345703125), (714.8540649414062, 573.3524169921875, 125.10162353515625, 237.06329345703125), (715.2001953125, 573.8333129882812, 125.6553955078125, 237.8594970703125), (716.4912719726562, 573.60693359375, 125.92852783203125, 237.6063232421875), (718.9097900390625, 574.5172729492188, 124.8310546875, 237.3780517578125), (720.36181640625, 575.2603759765625, 124.69256591796875, 236.50079345703125)]"
frame_000458,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(785.255126953125, 692.2550659179688), (785.5967102050781, 692.099853515625), (786.6646118164062, 692.1228637695312), (788.1612548828125, 692.3447875976562), (788.1612548828125, 692.3447875976562), (788.6506042480469, 692.5499572753906), (789.6001892089844, 692.9049072265625), (790.3445739746094, 693.4721374511719), (792.7977905273438, 694.1280212402344), (794.0924987792969, 694.3846435546875)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(726.26611328125, 580.731689453125, 117.97802734375, 223.0467529296875), (726.4771728515625, 580.6689453125, 118.23907470703125, 222.86181640625), (727.6416625976562, 580.6751098632812, 118.0458984375, 222.8955078125), (729.2932739257812, 580.99560546875, 117.7359619140625, 222.6983642578125), (729.2932739257812, 580.99560546875, 117.7359619140625, 222.6983642578125), (729.69091796875, 581.2216186523438, 117.91937255859375, 222.65667724609375), (730.12109375, 581.2312622070312, 118.95819091796875, 223.3472900390625), (730.6077270507812, 581.6101684570312, 119.47369384765625, 223.72393798828125), (733.8973388671875, 582.79248046875, 117.8009033203125, 222.67108154296875), (735.2069702148438, 583.1896362304688, 117.77105712890625, 222.3900146484375)]"
frame_000459,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(795.7776794433594, 683.8469848632812), (796.7593383789062, 683.9425354003906), (797.663330078125, 684.1102600097656), (797.663330078125, 684.1102600097656), (798.6500244140625, 684.3751525878906), (800.2576904296875, 684.7098999023438), (802.3661804199219, 686.0136413574219), (802.7799682617188, 686.0495910644531), (804.2425537109375, 685.8112487792969), (804.2425537109375, 685.8112487792969)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(734.2645874023438, 567.918212890625, 123.02618408203125, 231.8575439453125), (735.2384033203125, 567.8619995117188, 123.0418701171875, 232.16107177734375), (736.1267700195312, 568.2062377929688, 123.0731201171875, 231.80804443359375), (736.1267700195312, 568.2062377929688, 123.0731201171875, 231.80804443359375), (736.7864990234375, 568.488525390625, 123.72705078125, 231.77325439453125), (738.7489624023438, 568.7405395507812, 123.0174560546875, 231.938720703125), (740.9774169921875, 569.8333740234375, 122.77752685546875, 232.36053466796875), (741.3394165039062, 570.107177734375, 122.881103515625, 231.88482666015625), (742.9608764648438, 570.3272705078125, 122.5633544921875, 230.96795654296875), (742.9608764648438, 570.3272705078125, 122.5633544921875, 230.96795654296875)]"
frame_000460,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(803.6142578125, 682.5955810546875), (804.5254821777344, 682.7134094238281), (804.5254821777344, 682.7134094238281), (805.3798828125, 682.9661254882812), (807.1955871582031, 683.6023254394531), (807.7047119140625, 684.33203125), (809.8612365722656, 684.9802856445312), (810.88720703125, 685.4788818359375), (810.88720703125, 685.4788818359375), (812.5165100097656, 685.8352966308594)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(738.6719360351562, 559.233642578125, 129.8846435546875, 246.723876953125), (739.3430786132812, 559.0341186523438, 130.36480712890625, 247.35858154296875), (739.3430786132812, 559.0341186523438, 130.36480712890625, 247.35858154296875), (740.2367553710938, 559.4011840820312, 130.2862548828125, 247.1298828125), (741.5238647460938, 560.5175170898438, 131.34344482421875, 246.16961669921875), (742.046630859375, 560.297607421875, 131.316162109375, 248.06884765625), (744.9227294921875, 561.2831420898438, 129.87701416015625, 247.394287109375), (745.819091796875, 561.7141723632812, 130.13623046875, 247.5294189453125), (745.819091796875, 561.7141723632812, 130.13623046875, 247.5294189453125), (747.47802734375, 562.0204467773438, 130.07696533203125, 247.62969970703125)]"
frame_000461,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(813.4680480957031, 685.2472839355469), (813.4680480957031, 685.2472839355469), (814.4496459960938, 685.9581298828125), (814.9532470703125, 686.6338500976562), (816.9849548339844, 686.5087280273438), (818.3905029296875, 686.6529235839844), (818.6268005371094, 687.5519409179688), (818.6268005371094, 687.5519409179688), (821.2378540039062, 688.1959533691406), (820.4655151367188, 688.4599304199219)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(749.95654296875, 564.4093627929688, 127.02301025390625, 241.67584228515625), (749.95654296875, 564.4093627929688, 127.02301025390625, 241.67584228515625), (750.803955078125, 564.7003173828125, 127.2913818359375, 242.515625), (750.920654296875, 564.7410888671875, 128.065185546875, 243.7855224609375), (752.4156494140625, 566.0159301757812, 129.13861083984375, 240.985595703125), (755.0269165039062, 565.9010620117188, 126.7271728515625, 241.50372314453125), (754.305419921875, 565.6644897460938, 128.64276123046875, 243.77490234375), (754.305419921875, 565.6644897460938, 128.64276123046875, 243.77490234375), (757.7096557617188, 566.9923706054688, 127.056396484375, 242.40716552734375), (755.2470092773438, 566.079833984375, 130.43701171875, 244.76019287109375)]"
frame_000462,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(822.5, 681.0), (823.3778076171875, 681.270751953125), (825.0137939453125, 681.5328063964844), (825.9922485351562, 686.4255676269531), (827.5751647949219, 682.8902893066406), (828.9916381835938, 683.7097473144531), (828.9916381835938, 683.7097473144531), (830.5400390625, 684.0760803222656), (831.2045593261719, 684.0877380371094), (830.6134948730469, 684.7785034179688)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(761.0, 565.0, 123.0, 232.0), (761.7145385742188, 565.3084106445312, 123.3265380859375, 231.9246826171875), (763.5657348632812, 565.667236328125, 122.8961181640625, 231.73114013671875), (763.5339965820312, 567.4066772460938, 124.91650390625, 238.03778076171875), (766.105712890625, 566.6947631835938, 122.93890380859375, 232.39105224609375), (767.471923828125, 567.33203125, 123.0394287109375, 232.75543212890625), (767.471923828125, 567.33203125, 123.0394287109375, 232.75543212890625), (769.0167236328125, 567.6730346679688, 123.046630859375, 232.80609130859375), (769.5016479492188, 567.8349609375, 123.40582275390625, 232.50555419921875), (767.5800170898438, 567.1578979492188, 126.06695556640625, 235.2412109375)]"
frame_000463,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(832.3795166015625, 676.2722778320312), (834.0029296875, 676.5315246582031), (835.0899047851562, 681.4133605957031), (836.5670776367188, 677.8690795898438), (837.9905090332031, 678.6808166503906), (837.9905090332031, 678.6808166503906), (839.544189453125, 679.0393371582031), (840.2217407226562, 679.0537109375), (839.6824951171875, 679.7254638671875), (842.2559204101562, 679.7650756835938)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(768.7066040039062, 555.3092041015625, 127.3458251953125, 241.9261474609375), (770.5498046875, 555.666015625, 126.90625, 241.73101806640625), (770.6152954101562, 557.2883911132812, 128.94921875, 248.24993896484375), (773.0895385742188, 556.6569213867188, 126.955078125, 242.42431640625), (774.460693359375, 557.278076171875, 127.05963134765625, 242.80548095703125), (774.460693359375, 557.278076171875, 127.05963134765625, 242.80548095703125), (776.0076293945312, 557.6076049804688, 127.0731201171875, 242.86346435546875), (776.4935913085938, 557.7742309570312, 127.456298828125, 242.5589599609375), (774.6011962890625, 557.0443115234375, 130.16259765625, 245.3623046875), (778.3790893554688, 557.9331665039062, 127.753662109375, 243.663818359375)]"
