frame,left_hand,right_hand,left_bbox,right_bbox
frame_000414,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(737.0, 491.0), (734.3522644042969, 490.7306823730469), (731.293701171875, 490.2798309326172), (729.3310546875, 490.19602966308594), (727.0031433105469, 489.97654724121094), (724.9092407226562, 489.92730712890625), (724.9092407226562, 489.92730712890625), (722.3751831054688, 489.71051025390625), (721.126953125, 489.0135498046875), (718.9502868652344, 488.4617614746094)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(656.0, 406.0, 162.0, 170.0), (653.2536010742188, 405.68359375, 162.19732666015625, 170.09417724609375), (649.955078125, 405.2292175292969, 162.67724609375, 170.10122680664062), (648.2528076171875, 405.1559143066406, 162.156494140625, 170.08023071289062), (645.9540405273438, 404.8850402832031, 162.09820556640625, 170.18301391601562), (643.9702758789062, 404.91839599609375, 161.8779296875, 170.017822265625), (643.9702758789062, 404.91839599609375, 161.8779296875, 170.017822265625), (641.0724487304688, 404.58282470703125, 162.60546875, 170.25537109375), (639.570068359375, 403.93463134765625, 163.11376953125, 170.1578369140625), (637.4542846679688, 403.255615234375, 162.99200439453125, 170.41229248046875)]"
frame_000415,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(733.8555297851562, 488.2307586669922), (730.8031921386719, 487.78070068359375), (728.8383178710938, 487.69847106933594), (726.5103759765625, 487.47962951660156), (724.41796875, 487.4322967529297), (724.41796875, 487.4322967529297), (721.8924255371094, 487.2167663574219), (720.6462097167969, 486.5251007080078), (718.4736022949219, 485.9737854003906), (718.970703125, 486.03672790527344)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(654.2589111328125, 404.6861877441406, 159.1932373046875, 167.08914184570312), (650.9717407226562, 404.23480224609375, 159.66290283203125, 167.091796875), (649.2623291015625, 404.1647033691406, 159.1519775390625, 167.06753540039062), (646.962646484375, 403.8949890136719, 159.095458984375, 167.16928100585938), (644.9811401367188, 403.9325866699219, 158.8736572265625, 166.99942016601562), (644.9811401367188, 403.9325866699219, 158.8736572265625, 166.99942016601562), (642.0952758789062, 403.59735107421875, 159.59429931640625, 167.23883056640625), (640.600341796875, 402.9563293457031, 160.09173583984375, 167.13754272460938), (638.4881591796875, 402.28204345703125, 159.97088623046875, 167.38348388671875), (639.4724731445312, 402.3805236816406, 158.9964599609375, 167.31240844726562)]"
frame_000416,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(733.9271240234375, 485.3091583251953), (731.4607238769531, 485.0885314941406), (728.9985961914062, 484.6892852783203), (727.0326538085938, 484.52191162109375), (727.0326538085938, 484.52191162109375), (724.9162902832031, 484.26231384277344), (723.6610412597656, 484.0762023925781), (721.4453735351562, 483.3960723876953), (719.7180786132812, 482.90032958984375), (718.7734375, 482.7768249511719)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(654.415771484375, 401.8105773925781, 159.022705078125, 166.99716186523438), (651.9049682617188, 401.6036376953125, 159.11151123046875, 166.96978759765625), (649.3601684570312, 401.1615905761719, 159.27685546875, 167.05538940429688), (647.48095703125, 400.92364501953125, 159.1033935546875, 167.196533203125), (647.48095703125, 400.92364501953125, 159.1033935546875, 167.196533203125), (645.5037231445312, 400.8036804199219, 158.82513427734375, 166.91726684570312), (644.1110229492188, 400.549560546875, 159.10003662109375, 167.05328369140625), (642.2056884765625, 400.0854797363281, 158.4793701171875, 166.62118530273438), (640.1668090820312, 399.46661376953125, 159.1025390625, 166.867431640625), (639.2075805664062, 399.13116455078125, 159.1317138671875, 167.29132080078125)]"
frame_000417,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(732.4620666503906, 480.762939453125), (730.1819152832031, 480.4921569824219), (727.9093933105469, 480.1919860839844), (727.9093933105469, 480.1919860839844), (726.2227478027344, 480.1381378173828), (723.8555603027344, 479.5849151611328), (722.671142578125, 479.2506103515625), (721.7121887207031, 478.7539520263672), (720.1614685058594, 478.16917419433594), (720.1614685058594, 478.16917419433594)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(651.4473876953125, 395.830078125, 162.02935791015625, 169.86572265625), (649.086181640625, 395.456298828125, 162.19146728515625, 170.07171630859375), (646.8385620117188, 395.20208740234375, 162.14166259765625, 169.97979736328125), (646.8385620117188, 395.20208740234375, 162.14166259765625, 169.97979736328125), (645.2546997070312, 395.1246643066406, 161.93609619140625, 170.02694702148438), (642.7825927734375, 394.6051940917969, 162.14593505859375, 169.95944213867188), (641.7595825195312, 394.3177490234375, 161.8231201171875, 169.86572265625), (640.8319091796875, 393.7134704589844, 161.76055908203125, 170.08096313476562), (639.3729248046875, 393.2763977050781, 161.57708740234375, 169.78555297851562), (639.3729248046875, 393.2763977050781, 161.57708740234375, 169.78555297851562)]"
frame_000418,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(730.1242370605469, 475.24537658691406), (727.5499267578125, 474.84552001953125), (727.5499267578125, 474.84552001953125), (726.0518493652344, 474.94708251953125), (724.7534484863281, 474.5782165527344), (723.0846862792969, 474.1238098144531), (722.3711547851562, 473.9539337158203), (720.5545654296875, 473.1993103027344), (720.5545654296875, 473.1993103027344), (719.6050720214844, 473.0210876464844)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(650.5892944335938, 391.7367858886719, 159.06988525390625, 167.01718139648438), (647.8826904296875, 391.44140625, 159.33447265625, 166.8082275390625), (647.8826904296875, 391.44140625, 159.33447265625, 166.8082275390625), (646.5825805664062, 391.4500732421875, 158.93853759765625, 166.9940185546875), (645.0922241210938, 391.06671142578125, 159.32244873046875, 167.02301025390625), (643.8011474609375, 390.71539306640625, 158.56707763671875, 166.81683349609375), (642.8629760742188, 390.3861389160156, 159.016357421875, 167.13558959960938), (641.2290649414062, 389.87469482421875, 158.6510009765625, 166.64923095703125), (641.2290649414062, 389.87469482421875, 158.6510009765625, 166.64923095703125), (639.9633178710938, 389.4732666015625, 159.28350830078125, 167.09564208984375)]"
frame_000419,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(727.7533264160156, 470.10899353027344), (727.7533264160156, 470.10899353027344), (726.202880859375, 470.1599884033203), (724.8331604003906, 469.760498046875), (723.5419006347656, 469.47218322753906), (722.3252258300781, 468.97096252441406), (721.200439453125, 468.6814727783203), (721.200439453125, 468.6814727783203), (719.9288024902344, 468.3876190185547), (718.9401245117188, 468.3188781738281)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(648.0564575195312, 386.6476745605469, 159.39373779296875, 166.92263793945312), (648.0564575195312, 386.6476745605469, 159.39373779296875, 166.92263793945312), (646.7611083984375, 386.6806335449219, 158.883544921875, 166.95870971679688), (645.4586791992188, 386.2872314453125, 158.74896240234375, 166.946533203125), (644.0587158203125, 385.9393615722656, 158.96636962890625, 167.06564331054688), (642.779052734375, 385.5256652832031, 159.09234619140625, 166.89059448242188), (641.7669677734375, 385.2503967285156, 158.866943359375, 166.86215209960938), (641.7669677734375, 385.2503967285156, 158.866943359375, 166.86215209960938), (640.5531616210938, 385.0074157714844, 158.75128173828125, 166.76040649414062), (639.4619750976562, 385.04144287109375, 158.956298828125, 166.55487060546875)]"
frame_000420,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(726.5, 467.5), (724.2953491210938, 467.29237365722656), (723.0544128417969, 467.0967559814453), (721.682861328125, 466.6999816894531), (720.5319519042969, 466.1392517089844), (719.1524658203125, 465.76341247558594), (719.1524658203125, 465.76341247558594), (717.9956970214844, 465.59246826171875), (717.1982727050781, 465.5506591796875), (716.0783996582031, 465.5447082519531)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(647.0, 384.0, 159.0, 167.0), (644.7235107421875, 383.8016662597656, 159.1436767578125, 166.98141479492188), (643.54052734375, 383.5713195800781, 159.02777099609375, 167.05087280273438), (642.11962890625, 383.1728515625, 159.12646484375, 167.05426025390625), (641.1146850585938, 382.64141845703125, 158.83453369140625, 166.99566650390625), (639.7008056640625, 382.4076232910156, 158.9033203125, 166.71157836914062), (639.7008056640625, 382.4076232910156, 158.9033203125, 166.71157836914062), (638.579345703125, 382.283935546875, 158.83270263671875, 166.6170654296875), (637.7332153320312, 382.26361083984375, 158.93011474609375, 166.5740966796875), (636.6497802734375, 382.18084716796875, 158.85723876953125, 166.72772216796875)]"
frame_000421,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(721.7993469238281, 463.7960205078125), (720.5537414550781, 463.6071319580078), (719.1795654296875, 463.2173614501953), (718.0353393554688, 462.6673278808594), (716.6529235839844, 462.3013000488281), (716.6529235839844, 462.3013000488281), (715.4982299804688, 462.1416473388672), (714.6980590820312, 462.1067810058594), (713.5787963867188, 462.10411071777344), (712.8080139160156, 461.70794677734375)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(643.727783203125, 381.806396484375, 156.14312744140625, 163.979248046875), (642.5380249023438, 381.5824279785156, 156.03143310546875, 164.04940795898438), (641.115478515625, 381.1917419433594, 156.128173828125, 164.05123901367188), (640.1121215820312, 380.66864013671875, 155.846435546875, 163.99737548828125), (638.6954345703125, 380.4423828125, 155.91497802734375, 163.71783447265625), (638.6954345703125, 380.4423828125, 155.91497802734375, 163.71783447265625), (637.5712280273438, 380.3262023925781, 155.85400390625, 163.63088989257812), (636.721435546875, 380.31182861328125, 155.9532470703125, 163.58990478515625), (635.6373291015625, 380.2347106933594, 155.8829345703125, 163.73880004882812), (634.6377563476562, 380.1414794921875, 156.34051513671875, 163.1329345703125)]"
frame_000422,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(720.4241638183594, 460.77490234375), (719.1739807128906, 460.2219696044922), (718.2546997070312, 459.96302795410156), (716.9085083007812, 459.5400848388672), (716.9085083007812, 459.5400848388672), (715.5361328125, 459.37892150878906), (714.3520812988281, 459.23876953125), (713.5755920410156, 459.179443359375), (712.7922058105469, 459.25880432128906), (711.8722229003906, 459.2501678466797)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(642.4240112304688, 378.7567138671875, 156.00030517578125, 164.036376953125), (641.1815185546875, 378.2345886230469, 155.98492431640625, 163.97476196289062), (640.2036743164062, 377.9964904785156, 156.10205078125, 163.93307495117188), (638.7691650390625, 377.6570129394531, 156.2786865234375, 163.76614379882812), (638.7691650390625, 377.6570129394531, 156.2786865234375, 163.76614379882812), (637.5902709960938, 377.3787536621094, 155.8917236328125, 164.00033569335938), (636.2551879882812, 377.3983154296875, 156.19378662109375, 163.680908203125), (635.6223754882812, 377.31195068359375, 155.90643310546875, 163.7349853515625), (634.6673583984375, 377.3305358886719, 156.24969482421875, 163.85653686523438), (633.8163452148438, 377.3592224121094, 156.11175537109375, 163.78189086914062)]"
frame_000423,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(718.8494873046875, 457.6678924560547), (717.6311645507812, 457.2633972167969), (716.410400390625, 456.9447326660156), (716.410400390625, 456.9447326660156), (715.1030883789062, 456.7130584716797), (713.8094787597656, 456.6316223144531), (713.3991394042969, 456.8586730957031), (712.2777709960938, 456.10243225097656), (711.0807495117188, 456.2845153808594), (711.0807495117188, 456.2845153808594)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(640.806640625, 375.6615905761719, 156.085693359375, 164.01260375976562), (639.5601196289062, 375.24444580078125, 156.14208984375, 164.03790283203125), (638.3446044921875, 374.88629150390625, 156.131591796875, 164.11688232421875), (638.3446044921875, 374.88629150390625, 156.131591796875, 164.11688232421875), (637.1177978515625, 374.8138122558594, 155.9705810546875, 163.79849243164062), (635.8353271484375, 374.7626953125, 155.94830322265625, 163.73785400390625), (635.1884155273438, 374.921142578125, 156.42144775390625, 163.87506103515625), (634.1004028320312, 374.2458190917969, 156.354736328125, 163.71322631835938), (633.1210327148438, 374.625, 155.91943359375, 163.31903076171875), (633.1210327148438, 374.625, 155.91943359375, 163.31903076171875)]"
frame_000424,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(719.1866149902344, 455.58168029785156), (717.5366821289062, 455.2778015136719), (717.5366821289062, 455.2778015136719), (716.2240905761719, 455.00279235839844), (714.6902770996094, 454.7606506347656), (714.1919555664062, 454.8479919433594), (713.2086181640625, 454.66062927246094), (712.7554626464844, 454.5759735107422), (712.7554626464844, 454.5759735107422), (712.1373596191406, 455.2448425292969)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(641.0263061523438, 373.7062072753906, 156.32061767578125, 163.75094604492188), (639.5093383789062, 373.4681396484375, 156.0546875, 163.61932373046875), (639.5093383789062, 373.4681396484375, 156.0546875, 163.61932373046875), (638.2683715820312, 373.0557556152344, 155.91143798828125, 163.89407348632812), (636.6435546875, 372.74822998046875, 156.09344482421875, 164.02484130859375), (636.1737060546875, 372.87994384765625, 156.0364990234375, 163.93609619140625), (635.0936279296875, 372.6061706542969, 156.22998046875, 164.10891723632812), (634.910888671875, 372.7487487792969, 155.68914794921875, 163.65444946289062), (634.910888671875, 372.7487487792969, 155.68914794921875, 163.65444946289062), (634.270263671875, 373.34722900390625, 155.73419189453125, 163.79522705078125)]"
frame_000425,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(718.4552001953125, 455.1363525390625), (718.4552001953125, 455.1363525390625), (717.0661926269531, 454.90708923339844), (716.0940856933594, 454.9593505859375), (715.0014343261719, 454.5989074707031), (714.1596069335938, 454.76136779785156), (713.1701354980469, 454.76539611816406), (713.1701354980469, 454.76539611816406), (712.1459350585938, 454.9942932128906), (711.5870056152344, 455.6502380371094)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(638.88427734375, 371.681640625, 159.141845703125, 166.909423828125), (638.88427734375, 371.681640625, 159.141845703125, 166.909423828125), (637.58984375, 371.4391784667969, 158.95269775390625, 166.93582153320312), (636.4874267578125, 371.52178955078125, 159.21331787109375, 166.8751220703125), (635.5247192382812, 371.37396240234375, 158.95343017578125, 166.44989013671875), (634.5980834960938, 371.3231506347656, 159.123046875, 166.87643432617188), (633.5652465820312, 371.3764343261719, 159.20977783203125, 166.77792358398438), (633.5652465820312, 371.3764343261719, 159.20977783203125, 166.77792358398438), (632.6486206054688, 371.66363525390625, 158.99462890625, 166.66131591796875), (632.130126953125, 372.34051513671875, 158.91375732421875, 166.61944580078125)]"
frame_000426,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(719.0, 457.0), (717.842529296875, 456.89544677734375), (716.7870788574219, 456.8946990966797), (715.4241333007812, 456.7040252685547), (714.9085083007812, 456.5723419189453), (713.8001708984375, 456.5557403564453), (713.8001708984375, 456.5557403564453), (712.9859619140625, 457.0366668701172), (712.5225524902344, 457.78070068359375), (711.8457946777344, 458.24061584472656)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(638.0, 372.0, 162.0, 170.0), (636.8035278320312, 371.85626220703125, 162.0780029296875, 170.078369140625), (635.7101440429688, 371.9315490722656, 162.15386962890625, 169.92630004882812), (634.4681396484375, 371.7514953613281, 161.9119873046875, 169.90505981445312), (633.8211669921875, 371.6126403808594, 162.1746826171875, 169.91940307617188), (632.8771362304688, 371.5154113769531, 161.8460693359375, 170.08065795898438), (632.8771362304688, 371.5154113769531, 161.8460693359375, 170.08065795898438), (631.9666137695312, 372.0075988769531, 162.0386962890625, 170.05813598632812), (631.3803100585938, 372.85894775390625, 162.28448486328125, 169.843505859375), (630.8427734375, 373.3789367675781, 162.00604248046875, 169.72335815429688)]"
frame_000427,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(719.3441162109375, 458.3922576904297), (718.2900695800781, 458.3869934082031), (716.9247436523438, 458.1920471191406), (716.4129333496094, 458.0563201904297), (715.3010864257812, 458.03436279296875), (715.3010864257812, 458.03436279296875), (714.4889831542969, 458.5154724121094), (714.0289306640625, 459.2569274902344), (713.3494262695312, 459.71156311035156), (711.8315734863281, 460.2525177001953)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(639.8067016601562, 374.8542175292969, 159.0748291015625, 167.07608032226562), (638.7161254882812, 374.9241943359375, 159.14788818359375, 166.92559814453125), (637.4693603515625, 374.739501953125, 158.9107666015625, 166.90509033203125), (636.8300170898438, 374.5975036621094, 159.16583251953125, 166.91763305664062), (635.8789672851562, 374.494873046875, 158.84423828125, 167.0789794921875), (635.8789672851562, 374.494873046875, 158.84423828125, 167.0789794921875), (634.97265625, 374.98870849609375, 159.03265380859375, 167.05352783203125), (634.39306640625, 375.83612060546875, 159.271728515625, 166.84161376953125), (633.8500366210938, 376.3492736816406, 158.998779296875, 166.72457885742188), (632.0394287109375, 376.8710021972656, 159.58428955078125, 166.76303100585938)]"
frame_000428,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(717.9322204589844, 458.0678405761719), (716.9848327636719, 457.9163055419922), (715.5501708984375, 457.60511779785156), (715.7606811523438, 457.6963348388672), (715.7606811523438, 457.6963348388672), (714.6040344238281, 458.3141632080078), (713.5007934570312, 458.8630065917969), (712.863525390625, 459.4395446777344), (711.0907287597656, 459.9222869873047), (712.0635681152344, 460.7594757080078)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(639.9351196289062, 376.0634765625, 155.99420166015625, 164.00872802734375), (639.0139770507812, 375.9425354003906, 155.94171142578125, 163.94754028320312), (637.6240844726562, 375.7082824707031, 155.8521728515625, 163.79367065429688), (637.5262451171875, 375.9862976074219, 156.4688720703125, 163.42007446289062), (637.5262451171875, 375.9862976074219, 156.4688720703125, 163.42007446289062), (636.52587890625, 376.3941955566406, 156.15631103515625, 163.83993530273438), (635.4091186523438, 376.98724365234375, 156.183349609375, 163.75152587890625), (634.7626953125, 377.53472900390625, 156.20166015625, 163.80963134765625), (632.6516723632812, 378.1757507324219, 156.87811279296875, 163.49307250976562), (633.663818359375, 378.5164489746094, 156.79949951171875, 164.48605346679688)]"
frame_000429,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(712.58447265625, 459.96929931640625), (711.6780700683594, 459.7755126953125), (711.0966796875, 459.91876220703125), (711.0966796875, 459.91876220703125), (709.9641723632812, 460.32102966308594), (709.8204650878906, 460.98545837402344), (709.1026000976562, 461.4976348876953), (708.2794189453125, 462.16876220703125), (707.8003540039062, 462.572021484375), (707.8003540039062, 462.572021484375)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(636.0972290039062, 379.980712890625, 152.9744873046875, 159.9771728515625), (635.1071166992188, 379.78509521484375, 153.14190673828125, 159.9808349609375), (634.5328979492188, 379.89129638671875, 153.1275634765625, 160.054931640625), (634.5328979492188, 379.89129638671875, 153.1275634765625, 160.054931640625), (633.4103393554688, 380.3458557128906, 153.107666015625, 159.95034790039062), (633.0463256835938, 381.1952819824219, 153.54827880859375, 159.58035278320312), (632.8077392578125, 381.4491271972656, 152.5897216796875, 160.09701538085938), (631.4862060546875, 382.189697265625, 153.58642578125, 159.9581298828125), (630.875, 382.55694580078125, 153.8507080078125, 160.0301513671875), (630.875, 382.55694580078125, 153.8507080078125, 160.0301513671875)]"
frame_000430,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(710.1264953613281, 461.7611389160156), (709.5997314453125, 462.13697814941406), (709.5997314453125, 462.13697814941406), (708.6116943359375, 462.46766662597656), (707.85302734375, 462.92132568359375), (707.8283081054688, 463.7633819580078), (706.9586181640625, 464.4100036621094), (706.0854187011719, 464.68626403808594), (706.0854187011719, 464.68626403808594), (707.1815795898438, 464.9054718017578)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(632.0863037109375, 379.77587890625, 156.08038330078125, 163.97052001953125), (631.4683227539062, 380.0834045410156, 156.2628173828125, 164.10714721679688), (631.4683227539062, 380.0834045410156, 156.2628173828125, 164.10714721679688), (630.5733642578125, 380.4619445800781, 156.07666015625, 164.01144409179688), (629.7713623046875, 381.01641845703125, 156.163330078125, 163.809814453125), (629.4093627929688, 381.8769226074219, 156.837890625, 163.77291870117188), (628.6295166015625, 382.31097412109375, 156.658203125, 164.19805908203125), (627.7083129882812, 382.5036926269531, 156.75421142578125, 164.36514282226562), (627.7083129882812, 382.5036926269531, 156.75421142578125, 164.36514282226562), (629.149658203125, 382.4793395996094, 156.0638427734375, 164.85226440429688)]"
frame_000431,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(714.6229858398438, 470.95436096191406), (714.6229858398438, 470.95436096191406), (713.3372192382812, 471.5030517578125), (712.6629028320312, 472.3566436767578), (712.2297668457031, 472.96051025390625), (711.4354553222656, 473.43833923339844), (710.8807067871094, 473.79161071777344), (710.8807067871094, 473.79161071777344), (711.1982421875, 474.052001953125), (711.4935607910156, 475.4038543701172)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(633.5145874023438, 386.0835876464844, 162.216796875, 169.74154663085938), (633.5145874023438, 386.0835876464844, 162.216796875, 169.74154663085938), (632.358154296875, 386.5179443359375, 161.9581298828125, 169.97021484375), (631.6277465820312, 387.2724304199219, 162.0703125, 170.16842651367188), (631.0361328125, 387.888427734375, 162.38726806640625, 170.1441650390625), (630.190185546875, 388.3465881347656, 162.49053955078125, 170.18350219726562), (629.5532836914062, 388.7171936035156, 162.65484619140625, 170.14883422851562), (629.5532836914062, 388.7171936035156, 162.65484619140625, 170.14883422851562), (629.7877197265625, 388.861572265625, 162.821044921875, 170.380859375), (629.7183837890625, 389.9743347167969, 163.55035400390625, 170.85903930664062)]"
